OrderDate,OrderNumber,Line Total
2024-04-13 00:00:00,SO - 0006774,57559.7
2024-04-13 00:00:00,SO - 0006775,10452
2024-04-13 00:00:00,SO - 0006776,1500.8
2024-04-13 00:00:00,SO - 0006777,4556
2024-04-13 00:00:00,SO - 0006778,9380
2024-04-13 00:00:00,SO - 0006779,13453.6
2024-04-13 00:00:00,SO - 0006780,43188.2
2024-04-13 00:00:00,SO - 0006781,8790.4
2024-04-13 00:00:00,SO - 0006782,40709.2
2024-04-14 00:00:00,SO - 0006783,31999.2
2024-04-14 00:00:00,SO - 0006784,14070
2024-04-14 00:00:00,SO - 0006785,12730
2024-04-14 00:00:00,SO - 0006786,2358.4
2024-04-14 00:00:00,SO - 0006787,24388
2024-04-14 00:00:00,SO - 0006788,26826.8
2024-04-14 00:00:00,SO - 0006789,34652.4
2024-04-14 00:00:00,SO - 0006790,25326
2024-04-14 00:00:00,SO - 0006791,48420.9
2024-04-14 00:00:00,SO - 0006792,1340
2024-04-14 00:00:00,SO - 0006793,39530
2024-04-14 00:00:00,SO - 0006794,12897.5
2024-04-15 00:00:00,SO - 0006795,8790.4
2024-04-15 00:00:00,SO - 0006796,57352
2024-04-15 00:00:00,SO - 0006797,39154.8
2024-04-15 00:00:00,SO - 0006798,7128.8
2024-04-15 00:00:00,SO - 0006799,38471.4
2024-04-16 00:00:00,SO - 0006800,27711.2
2024-04-16 00:00:00,SO - 0006801,9648
2024-04-16 00:00:00,SO - 0006802,12261
2024-04-16 00:00:00,SO - 0006803,13601
2024-04-17 00:00:00,SO - 0006804,8576
2024-04-17 00:00:00,SO - 0006805,26237.2
2024-04-17 00:00:00,SO - 0006806,77425.2
2024-04-17 00:00:00,SO - 0006807,8609.5
2024-04-17 00:00:00,SO - 0006808,30552
2024-04-17 00:00:00,SO - 0006809,1809
2024-04-17 00:00:00,SO - 0006810,38317.3
2024-04-18 00:00:00,SO - 0006811,31034.4
2024-04-18 00:00:00,SO - 0006812,72279.6
2024-04-18 00:00:00,SO - 0006813,42612
2024-04-18 00:00:00,SO - 0006814,2251.2
2024-04-18 00:00:00,SO - 0006815,28461.6
2024-04-18 00:00:00,SO - 0006816,2874.3
2024-04-18 00:00:00,SO - 0006817,32763
2024-04-18 00:00:00,SO - 0006818,2090.4
2024-04-18 00:00:00,SO - 0006819,15858.9
2024-04-19 00:00:00,SO - 0006820,8019.9
2024-04-19 00:00:00,SO - 0006821,29922.2
2024-04-19 00:00:00,SO - 0006822,24120
2024-04-19 00:00:00,SO - 0006823,5427
2024-04-19 00:00:00,SO - 0006824,18867.2
2024-04-19 00:00:00,SO - 0006825,26384.6
2024-04-19 00:00:00,SO - 0006826,31892
2024-04-19 00:00:00,SO - 0006827,22887.2
2024-04-19 00:00:00,SO - 0006828,22914
2024-04-19 00:00:00,SO - 0006829,9179
2024-04-19 00:00:00,SO - 0006830,5226
2024-04-20 00:00:00,SO - 0006831,5527.5
2024-04-20 00:00:00,SO - 0006832,46953.6
2024-04-20 00:00:00,SO - 0006833,18291
2024-04-20 00:00:00,SO - 0006834,30873.6
2024-04-20 00:00:00,SO - 0006835,35757.9
2024-04-21 00:00:00,SO - 0006836,34913.7
2024-04-21 00:00:00,SO - 0006837,1876
2024-04-21 00:00:00,SO - 0006838,20207.2
2024-04-21 00:00:00,SO - 0006839,16884
2024-04-21 00:00:00,SO - 0006840,18244.1
2024-04-21 00:00:00,SO - 0006841,19095
2024-04-21 00:00:00,SO - 0006842,54933.3
2024-04-21 00:00:00,SO - 0006843,39329
2024-04-22 00:00:00,SO - 0006844,4924.5
2024-04-22 00:00:00,SO - 0006845,10505.6
2024-04-22 00:00:00,SO - 0006846,11939.4
2024-04-22 00:00:00,SO - 0006847,20917.4
2024-04-22 00:00:00,SO - 0006848,7115.4
2024-04-22 00:00:00,SO - 0006849,12294.5
2024-04-22 00:00:00,SO - 0006850,13560.8
2024-04-22 00:00:00,SO - 0006851,32126.5
2024-04-22 00:00:00,SO - 0006852,5862.5
2024-04-23 00:00:00,SO - 0006853,31302.4
2024-04-23 00:00:00,SO - 0006854,28863.6
2024-04-23 00:00:00,SO - 0006855,8622.9
2024-04-23 00:00:00,SO - 0006856,10907.6
2024-04-23 00:00:00,SO - 0006857,65928
2024-04-23 00:00:00,SO - 0006858,8200.8
2024-04-23 00:00:00,SO - 0006859,42598.6
2024-04-24 00:00:00,SO - 0006860,26130
2024-04-24 00:00:00,SO - 0006861,18391.5
2024-04-24 00:00:00,SO - 0006862,11457
2024-04-24 00:00:00,SO - 0006863,4723.5
2024-04-24 00:00:00,SO - 0006864,23999.4
2024-04-24 00:00:00,SO - 0006865,24388
2024-04-24 00:00:00,SO - 0006866,1829.1
2024-04-25 00:00:00,SO - 0006867,31195.2
2024-04-25 00:00:00,SO - 0006868,13105.2
2024-04-25 00:00:00,SO - 0006869,31798.2
2024-04-26 00:00:00,SO - 0006870,8361.6
2024-04-26 00:00:00,SO - 0006871,11323
2024-04-26 00:00:00,SO - 0006872,18331.2
2024-04-26 00:00:00,SO - 0006873,6847.4
2024-04-26 00:00:00,SO - 0006874,26934
2024-04-26 00:00:00,SO - 0006875,7055.1
2024-04-26 00:00:00,SO - 0006876,4455.5
2024-04-26 00:00:00,SO - 0006877,22780
2024-04-26 00:00:00,SO - 0006878,13668
2024-04-26 00:00:00,SO - 0006879,4783.8
2024-04-26 00:00:00,SO - 0006880,11055
2024-04-27 00:00:00,SO - 0006881,15115.2
2024-04-27 00:00:00,SO - 0006882,8147.2
2024-04-27 00:00:00,SO - 0006883,14954.4
2024-04-27 00:00:00,SO - 0006884,16100.1
2024-04-27 00:00:00,SO - 0006885,22089.9
2024-04-27 00:00:00,SO - 0006886,9004.8
2024-04-27 00:00:00,SO - 0006887,9648
2024-04-27 00:00:00,SO - 0006888,1239.5
2024-04-27 00:00:00,SO - 0006889,22552.2
2024-04-27 00:00:00,SO - 0006890,5460.5
2024-04-27 00:00:00,SO - 0006891,39999
2024-04-27 00:00:00,SO - 0006892,6231
2024-04-28 00:00:00,SO - 0006893,30820
2024-04-28 00:00:00,SO - 0006894,5092
2024-04-28 00:00:00,SO - 0006895,1407
2024-04-28 00:00:00,SO - 0006896,4991.5
2024-04-28 00:00:00,SO - 0006897,23517
2024-04-28 00:00:00,SO - 0006898,26063
2024-04-28 00:00:00,SO - 0006899,6954.6
2024-04-28 00:00:00,SO - 0006900,5306.4
2024-04-29 00:00:00,SO - 0006901,25942.4
2024-04-29 00:00:00,SO - 0006902,5025
2024-04-29 00:00:00,SO - 0006903,4589.5
2024-04-29 00:00:00,SO - 0006904,65767.2
2024-04-29 00:00:00,SO - 0006905,11979.6
2024-04-29 00:00:00,SO - 0006906,41218.4
2024-04-29 00:00:00,SO - 0006907,9359.9
2024-04-29 00:00:00,SO - 0006908,14914.2
2024-04-29 00:00:00,SO - 0006909,1507.5
2024-04-29 00:00:00,SO - 0006910,12060
2024-04-30 00:00:00,SO - 0006911,38994
2024-04-30 00:00:00,SO - 0006912,39999
2024-04-30 00:00:00,SO - 0006913,20562.3
2024-04-30 00:00:00,SO - 0006914,27704.5
2024-04-30 00:00:00,SO - 0006915,1005
2024-04-30 00:00:00,SO - 0006916,15443.5
2024-04-30 00:00:00,SO - 0006917,9045
2024-04-30 00:00:00,SO - 0006918,15135.3
2024-04-30 00:00:00,SO - 0006919,8984.7
2024-05-01 00:00:00,SO - 0006920,9165.6
2024-05-01 00:00:00,SO - 0006921,2278
2024-05-01 00:00:00,SO - 0006922,2090.4
2024-05-01 00:00:00,SO - 0006923,19430
2024-05-02 00:00:00,SO - 0006924,46417.6
2024-05-02 00:00:00,SO - 0006925,11517.3
2024-05-02 00:00:00,SO - 0006926,25647.6
2024-05-02 00:00:00,SO - 0006927,30592.2
2024-05-02 00:00:00,SO - 0006928,32160
2024-05-02 00:00:00,SO - 0006929,29332.6
2024-05-02 00:00:00,SO - 0006930,18150.3
2024-05-02 00:00:00,SO - 0006931,10787
2024-05-03 00:00:00,SO - 0006932,30016
2024-05-03 00:00:00,SO - 0006933,27047.9
2024-05-03 00:00:00,SO - 0006934,34551.9
2024-05-03 00:00:00,SO - 0006935,45446.1
2024-05-03 00:00:00,SO - 0006936,35215.2
2024-05-03 00:00:00,SO - 0006937,7597.8
2024-05-03 00:00:00,SO - 0006938,26371.2
2024-05-03 00:00:00,SO - 0006939,45292
2024-05-03 00:00:00,SO - 0006940,11577.6
2024-05-04 00:00:00,SO - 0006941,15798.6
2024-05-04 00:00:00,SO - 0006942,6914.4
2024-05-04 00:00:00,SO - 0006943,11658
2024-05-04 00:00:00,SO - 0006944,9286.2
2024-05-04 00:00:00,SO - 0006945,23959.2
2024-05-05 00:00:00,SO - 0006946,3216
2024-05-05 00:00:00,SO - 0006947,54511.2
2024-05-05 00:00:00,SO - 0006948,21373
2024-05-05 00:00:00,SO - 0006949,11926
2024-05-05 00:00:00,SO - 0006950,25393
2024-05-05 00:00:00,SO - 0006951,8911
2024-05-05 00:00:00,SO - 0006952,12455.3
2024-05-05 00:00:00,SO - 0006953,5025
2024-05-05 00:00:00,SO - 0006954,7825.6
2024-05-05 00:00:00,SO - 0006955,77425.2
2024-05-06 00:00:00,SO - 0006956,17487
2024-05-06 00:00:00,SO - 0006957,9225.9
2024-05-06 00:00:00,SO - 0006958,64119
2024-05-06 00:00:00,SO - 0006959,8576
2024-05-06 00:00:00,SO - 0006960,16743.3
2024-05-06 00:00:00,SO - 0006961,43496.4
2024-05-06 00:00:00,SO - 0006962,24481.8
2024-05-06 00:00:00,SO - 0006963,38391
2024-05-06 00:00:00,SO - 0006964,10070.1
2024-05-06 00:00:00,SO - 0006965,2077
2024-05-06 00:00:00,SO - 0006966,5125.5
2024-05-07 00:00:00,SO - 0006967,53935
2024-05-07 00:00:00,SO - 0006968,31999.2
2024-05-07 00:00:00,SO - 0006969,21888.9
2024-05-07 00:00:00,SO - 0006970,27155.1
2024-05-07 00:00:00,SO - 0006971,2211
2024-05-07 00:00:00,SO - 0006972,8984.7
2024-05-08 00:00:00,SO - 0006973,13587.6
2024-05-08 00:00:00,SO - 0006974,1005
2024-05-08 00:00:00,SO - 0006975,8200.8
2024-05-08 00:00:00,SO - 0006976,47637
2024-05-08 00:00:00,SO - 0006977,837.5
2024-05-08 00:00:00,SO - 0006978,60286.6
2024-05-08 00:00:00,SO - 0006979,34371
2024-05-08 00:00:00,SO - 0006980,54149.4
2024-05-09 00:00:00,SO - 0006981,11276.1
2024-05-09 00:00:00,SO - 0006982,29258.9
2024-05-09 00:00:00,SO - 0006983,35034.3
2024-05-09 00:00:00,SO - 0006984,4556
2024-05-09 00:00:00,SO - 0006985,14900.8
2024-05-09 00:00:00,SO - 0006986,2077
2024-05-09 00:00:00,SO - 0006987,13788.6
2024-05-09 00:00:00,SO - 0006988,6612.9
2024-05-09 00:00:00,SO - 0006989,10371.6
2024-05-10 00:00:00,SO - 0006990,16039.8
2024-05-10 00:00:00,SO - 0006991,9058.4
2024-05-10 00:00:00,SO - 0006992,1360.1
2024-05-10 00:00:00,SO - 0006993,2974.8
2024-05-10 00:00:00,SO - 0006994,10385
2024-05-10 00:00:00,SO - 0006995,9949.5
2024-05-10 00:00:00,SO - 0006996,1628.1
2024-05-10 00:00:00,SO - 0006997,39583.6
2024-05-10 00:00:00,SO - 0006998,39061
2024-05-10 00:00:00,SO - 0006999,11014.8
2024-05-10 00:00:00,SO - 0007000,15718.2
2024-05-11 00:00:00,SO - 0007001,7772
2024-05-11 00:00:00,SO - 0007002,10539.1
2024-05-11 00:00:00,SO - 0007003,1822.4
2024-05-11 00:00:00,SO - 0007004,18358
2024-05-12 00:00:00,SO - 0007005,6351.6
2024-05-12 00:00:00,SO - 0007006,51074.1
2024-05-12 00:00:00,SO - 0007007,9949.5
2024-05-12 00:00:00,SO - 0007008,1641.5
2024-05-12 00:00:00,SO - 0007009,6231
2024-05-12 00:00:00,SO - 0007010,7222.6
2024-05-12 00:00:00,SO - 0007011,38766.2
2024-05-12 00:00:00,SO - 0007012,16274.3
2024-05-12 00:00:00,SO - 0007013,5159
2024-05-12 00:00:00,SO - 0007014,6030
2024-05-12 00:00:00,SO - 0007015,11390
2024-05-12 00:00:00,SO - 0007016,12086.8
2024-05-12 00:00:00,SO - 0007017,34431.3
2024-05-13 00:00:00,SO - 0007018,1989.9
2024-05-13 00:00:00,SO - 0007019,5788.8
2024-05-13 00:00:00,SO - 0007020,22371.3
2024-05-14 00:00:00,SO - 0007021,2358.4
2024-05-14 00:00:00,SO - 0007022,21888.9
2024-05-14 00:00:00,SO - 0007023,13426.8
2024-05-14 00:00:00,SO - 0007024,8911
2024-05-14 00:00:00,SO - 0007025,22371.3
2024-05-14 00:00:00,SO - 0007026,6110.4
2024-05-14 00:00:00,SO - 0007027,29587.2
2024-05-14 00:00:00,SO - 0007028,47918.4
2024-05-14 00:00:00,SO - 0007029,40535
2024-05-14 00:00:00,SO - 0007030,20562.3
2024-05-14 00:00:00,SO - 0007031,29908.8
2024-05-15 00:00:00,SO - 0007032,6472.2
2024-05-15 00:00:00,SO - 0007033,9406.8
2024-05-15 00:00:00,SO - 0007034,21172
2024-05-15 00:00:00,SO - 0007035,29332.6
2024-05-15 00:00:00,SO - 0007036,13225.8
2024-05-15 00:00:00,SO - 0007037,12462
2024-05-15 00:00:00,SO - 0007038,8254.4
2024-05-16 00:00:00,SO - 0007039,23182
2024-05-16 00:00:00,SO - 0007040,32260.5
2024-05-16 00:00:00,SO - 0007041,27999.3
2024-05-16 00:00:00,SO - 0007042,23959.2
2024-05-16 00:00:00,SO - 0007043,11323
2024-05-16 00:00:00,SO - 0007044,23557.2
2024-05-16 00:00:00,SO - 0007045,15168.8
2024-05-16 00:00:00,SO - 0007046,9648
2024-05-16 00:00:00,SO - 0007047,2090.4
2024-05-16 00:00:00,SO - 0007048,35335.8
2024-05-16 00:00:00,SO - 0007049,1266.3
2024-05-16 00:00:00,SO - 0007050,2291.4
2024-05-17 00:00:00,SO - 0007051,11323
2024-05-17 00:00:00,SO - 0007052,1594.6
2024-05-17 00:00:00,SO - 0007053,16026.4
2024-05-17 00:00:00,SO - 0007054,20207.2
2024-05-17 00:00:00,SO - 0007055,22150.2
2024-05-17 00:00:00,SO - 0007056,15858.9
2024-05-18 00:00:00,SO - 0007057,8019.9
2024-05-18 00:00:00,SO - 0007058,11349.8
2024-05-18 00:00:00,SO - 0007059,6070.2
2024-05-18 00:00:00,SO - 0007060,7772
2024-05-18 00:00:00,SO - 0007061,23396.4
2024-05-18 00:00:00,SO - 0007062,71073.6
2024-05-19 00:00:00,SO - 0007063,3785.5
2024-05-19 00:00:00,SO - 0007064,30083
2024-05-19 00:00:00,SO - 0007065,2726.9
2024-05-19 00:00:00,SO - 0007066,12495.5
2024-05-19 00:00:00,SO - 0007067,28521.9
2024-05-19 00:00:00,SO - 0007068,18652.8
2024-05-19 00:00:00,SO - 0007069,2653.2
2024-05-19 00:00:00,SO - 0007070,8361.6
2024-05-19 00:00:00,SO - 0007071,7182.4
2024-05-20 00:00:00,SO - 0007072,17064.9
2024-05-20 00:00:00,SO - 0007073,6070.2
2024-05-20 00:00:00,SO - 0007074,2479
2024-05-20 00:00:00,SO - 0007075,13668
2024-05-20 00:00:00,SO - 0007076,7691.6
2024-05-20 00:00:00,SO - 0007077,1929.6
2024-05-20 00:00:00,SO - 0007078,1688.4
2024-05-20 00:00:00,SO - 0007079,31322.5
2024-05-20 00:00:00,SO - 0007080,6391.8
2024-05-20 00:00:00,SO - 0007081,6378.4
2024-05-20 00:00:00,SO - 0007082,29694.4
2024-05-21 00:00:00,SO - 0007083,10760.2
2024-05-21 00:00:00,SO - 0007084,22491.9
2024-05-21 00:00:00,SO - 0007085,30511.8
2024-05-21 00:00:00,SO - 0007086,16415
2024-05-21 00:00:00,SO - 0007087,26753.1
2024-05-21 00:00:00,SO - 0007088,35878.5
2024-05-21 00:00:00,SO - 0007089,25942.4
2024-05-21 00:00:00,SO - 0007090,11725
2024-05-21 00:00:00,SO - 0007091,57948.3
2024-05-21 00:00:00,SO - 0007092,55811
2024-05-22 00:00:00,SO - 0007093,2894.4
2024-05-22 00:00:00,SO - 0007094,13909.2
2024-05-22 00:00:00,SO - 0007095,14003
2024-05-22 00:00:00,SO - 0007096,5949.6
2024-05-22 00:00:00,SO - 0007097,7738.5
2024-05-22 00:00:00,SO - 0007098,6834
2024-05-22 00:00:00,SO - 0007099,27295.8
2024-05-22 00:00:00,SO - 0007100,12462
2024-05-23 00:00:00,SO - 0007101,2010
2024-05-23 00:00:00,SO - 0007102,13909.2
2024-05-23 00:00:00,SO - 0007103,45908.4
2024-05-23 00:00:00,SO - 0007104,2579.5
2024-05-23 00:00:00,SO - 0007105,9225.9
2024-05-23 00:00:00,SO - 0007106,2137.3
2024-05-23 00:00:00,SO - 0007107,56012
2024-05-23 00:00:00,SO - 0007108,7081.9
2024-05-23 00:00:00,SO - 0007109,13192.3
2024-05-23 00:00:00,SO - 0007110,27811.7
2024-05-23 00:00:00,SO - 0007111,12864
2024-05-23 00:00:00,SO - 0007112,19014.6
2024-05-24 00:00:00,SO - 0007113,8924.4
2024-05-24 00:00:00,SO - 0007114,1165.8
2024-05-24 00:00:00,SO - 0007115,38860
2024-05-24 00:00:00,SO - 0007116,13668
2024-05-24 00:00:00,SO - 0007117,2090.4
2024-05-24 00:00:00,SO - 0007118,8113.7
2024-05-24 00:00:00,SO - 0007119,2036.8
2024-05-25 00:00:00,SO - 0007120,62551.2
2024-05-25 00:00:00,SO - 0007121,13346.4
2024-05-25 00:00:00,SO - 0007122,11128.7
2024-05-25 00:00:00,SO - 0007123,11055
2024-05-26 00:00:00,SO - 0007124,38397.7
2024-05-26 00:00:00,SO - 0007125,37345.8
2024-05-26 00:00:00,SO - 0007126,18559
2024-05-27 00:00:00,SO - 0007127,64882.8
2024-05-27 00:00:00,SO - 0007128,30712.8
2024-05-27 00:00:00,SO - 0007129,12864
2024-05-27 00:00:00,SO - 0007130,14150.4
2024-05-27 00:00:00,SO - 0007131,10251
2024-05-27 00:00:00,SO - 0007132,35818.2
2024-05-27 00:00:00,SO - 0007133,9808.8
2024-05-28 00:00:00,SO - 0007134,10130.4
2024-05-28 00:00:00,SO - 0007135,20079.9
2024-05-28 00:00:00,SO - 0007136,7035
2024-05-28 00:00:00,SO - 0007137,12475.4
2024-05-28 00:00:00,SO - 0007138,43007.3
2024-05-29 00:00:00,SO - 0007139,14512.2
2024-05-29 00:00:00,SO - 0007140,5125.5
2024-05-29 00:00:00,SO - 0007141,20957.6
2024-05-29 00:00:00,SO - 0007142,9514
2024-05-29 00:00:00,SO - 0007143,10251
2024-05-29 00:00:00,SO - 0007144,2090.4
2024-05-29 00:00:00,SO - 0007145,24924
2024-05-29 00:00:00,SO - 0007146,8468.8
2024-05-29 00:00:00,SO - 0007147,38350.8
2024-05-29 00:00:00,SO - 0007148,17848.8
2024-05-29 00:00:00,SO - 0007149,38471.4
2024-05-29 00:00:00,SO - 0007150,7778.7
2024-05-30 00:00:00,SO - 0007151,8683.2
2024-05-30 00:00:00,SO - 0007152,6311.4
2024-05-30 00:00:00,SO - 0007153,40133
2024-05-30 00:00:00,SO - 0007154,60702
2024-05-30 00:00:00,SO - 0007155,5862.5
2024-05-30 00:00:00,SO - 0007156,11959.5
2024-05-30 00:00:00,SO - 0007157,21493.6
2024-05-30 00:00:00,SO - 0007158,19832
2024-05-30 00:00:00,SO - 0007159,6566
2024-05-31 00:00:00,SO - 0007160,46873.2
2024-05-31 00:00:00,SO - 0007161,20260.8
2024-05-31 00:00:00,SO - 0007162,20079.9
2024-05-31 00:00:00,SO - 0007163,10009.8
2024-05-31 00:00:00,SO - 0007164,18492
2024-05-31 00:00:00,SO - 0007165,10318
2024-05-31 00:00:00,SO - 0007166,36515
2024-05-31 00:00:00,SO - 0007167,12783.6
2024-05-31 00:00:00,SO - 0007168,1675
2024-05-31 00:00:00,SO - 0007169,6713.4
2024-06-01 00:00:00,SO - 0007170,28944
2024-06-01 00:00:00,SO - 0007171,28106.5
2024-06-01 00:00:00,SO - 0007172,1165.8
2024-06-01 00:00:00,SO - 0007173,13909.2
2024-06-01 00:00:00,SO - 0007174,22753.2
2024-06-01 00:00:00,SO - 0007175,11202.4
2024-06-01 00:00:00,SO - 0007176,35878.5
2024-06-01 00:00:00,SO - 0007177,8468.8
2024-06-01 00:00:00,SO - 0007178,12703.2
2024-06-01 00:00:00,SO - 0007179,1360.1
2024-06-01 00:00:00,SO - 0007180,7363.3
2024-06-02 00:00:00,SO - 0007181,10773.6
2024-06-02 00:00:00,SO - 0007182,6311.4
2024-06-02 00:00:00,SO - 0007183,2412
2024-06-02 00:00:00,SO - 0007184,19631
2024-06-02 00:00:00,SO - 0007185,8576
2024-06-02 00:00:00,SO - 0007186,13507.2
2024-06-02 00:00:00,SO - 0007187,11349.8
2024-06-02 00:00:00,SO - 0007188,1447.2
2024-06-02 00:00:00,SO - 0007189,11658
2024-06-02 00:00:00,SO - 0007190,6271.2
2024-06-03 00:00:00,SO - 0007191,9708.3
2024-06-03 00:00:00,SO - 0007192,2800.6
2024-06-03 00:00:00,SO - 0007193,34129.8
2024-06-03 00:00:00,SO - 0007194,7410.2
2024-06-03 00:00:00,SO - 0007195,5185.8
2024-06-03 00:00:00,SO - 0007196,1219.4
2024-06-03 00:00:00,SO - 0007197,8019.9
2024-06-03 00:00:00,SO - 0007198,9648
2024-06-03 00:00:00,SO - 0007199,9045
2024-06-03 00:00:00,SO - 0007200,1273
2024-06-03 00:00:00,SO - 0007201,19798.5
2024-06-04 00:00:00,SO - 0007202,8200.8
2024-06-04 00:00:00,SO - 0007203,25795
2024-06-04 00:00:00,SO - 0007204,2278
2024-06-04 00:00:00,SO - 0007205,6566
2024-06-04 00:00:00,SO - 0007206,13909.2
2024-06-04 00:00:00,SO - 0007207,35577
2024-06-04 00:00:00,SO - 0007208,17245.8
2024-06-04 00:00:00,SO - 0007209,24991
2024-06-05 00:00:00,SO - 0007210,15999.6
2024-06-05 00:00:00,SO - 0007211,44039.1
2024-06-05 00:00:00,SO - 0007212,28542
2024-06-05 00:00:00,SO - 0007213,10130.4
2024-06-05 00:00:00,SO - 0007214,15436.8
2024-06-05 00:00:00,SO - 0007215,6633
2024-06-05 00:00:00,SO - 0007216,12234.2
2024-06-05 00:00:00,SO - 0007217,11128.7
2024-06-05 00:00:00,SO - 0007218,11135.4
2024-06-05 00:00:00,SO - 0007219,31892
2024-06-05 00:00:00,SO - 0007220,15838.8
2024-06-06 00:00:00,SO - 0007221,18438.4
2024-06-06 00:00:00,SO - 0007222,6834
2024-06-06 00:00:00,SO - 0007223,22853.7
2024-06-06 00:00:00,SO - 0007224,19778.4
2024-06-06 00:00:00,SO - 0007225,13560.8
2024-06-06 00:00:00,SO - 0007226,5460.5
2024-06-06 00:00:00,SO - 0007227,17219
2024-06-06 00:00:00,SO - 0007228,6311.4
2024-06-06 00:00:00,SO - 0007229,23275.8
2024-06-06 00:00:00,SO - 0007230,23396.4
2024-06-06 00:00:00,SO - 0007231,28676
2024-06-06 00:00:00,SO - 0007232,21225.6
2024-06-06 00:00:00,SO - 0007233,9058.4
2024-06-06 00:00:00,SO - 0007234,38257
2024-06-06 00:00:00,SO - 0007235,71415.3
2024-06-06 00:00:00,SO - 0007236,9983
2024-06-07 00:00:00,SO - 0007237,10331.4
2024-06-07 00:00:00,SO - 0007238,11778.6
2024-06-07 00:00:00,SO - 0007239,39061
2024-06-07 00:00:00,SO - 0007240,5192.5
2024-06-07 00:00:00,SO - 0007241,12060
2024-06-07 00:00:00,SO - 0007242,14874
2024-06-07 00:00:00,SO - 0007243,30552
2024-06-07 00:00:00,SO - 0007244,20488.6
2024-06-07 00:00:00,SO - 0007245,20368
2024-06-07 00:00:00,SO - 0007246,1768.8
2024-06-07 00:00:00,SO - 0007247,46230
2024-06-08 00:00:00,SO - 0007248,2572.8
2024-06-08 00:00:00,SO - 0007249,44863.2
2024-06-08 00:00:00,SO - 0007250,8877.5
2024-06-08 00:00:00,SO - 0007251,4582.8
2024-06-08 00:00:00,SO - 0007252,64641.6
2024-06-09 00:00:00,SO - 0007253,10385
2024-06-09 00:00:00,SO - 0007254,11457
2024-06-09 00:00:00,SO - 0007255,14793.6
2024-06-09 00:00:00,SO - 0007256,19899
2024-06-09 00:00:00,SO - 0007257,22110
2024-06-09 00:00:00,SO - 0007258,14592.6
2024-06-09 00:00:00,SO - 0007259,10773.6
2024-06-09 00:00:00,SO - 0007260,57412.3
2024-06-09 00:00:00,SO - 0007261,9648
2024-06-09 00:00:00,SO - 0007262,36776.3
2024-06-10 00:00:00,SO - 0007263,11865.7
2024-06-10 00:00:00,SO - 0007264,2680
2024-06-10 00:00:00,SO - 0007265,6700
2024-06-10 00:00:00,SO - 0007266,35637.3
2024-06-10 00:00:00,SO - 0007267,16951
2024-06-10 00:00:00,SO - 0007268,51590
2024-06-10 00:00:00,SO - 0007269,55837.8
2024-06-10 00:00:00,SO - 0007270,29667.6
2024-06-10 00:00:00,SO - 0007271,25125
2024-06-10 00:00:00,SO - 0007272,31945.6
2024-06-11 00:00:00,SO - 0007273,68614.7
2024-06-11 00:00:00,SO - 0007274,10686.5
2024-06-11 00:00:00,SO - 0007275,20863.8
2024-06-11 00:00:00,SO - 0007276,12287.8
2024-06-11 00:00:00,SO - 0007277,34344.2
2024-06-12 00:00:00,SO - 0007278,28140
2024-06-12 00:00:00,SO - 0007279,1206
2024-06-12 00:00:00,SO - 0007280,22552.2
2024-06-12 00:00:00,SO - 0007281,19899
2024-06-12 00:00:00,SO - 0007282,39396
2024-06-12 00:00:00,SO - 0007283,23356.2
2024-06-12 00:00:00,SO - 0007284,8066.8
2024-06-12 00:00:00,SO - 0007285,8207.5
2024-06-12 00:00:00,SO - 0007286,8308
2024-06-12 00:00:00,SO - 0007287,5326.5
2024-06-13 00:00:00,SO - 0007288,11658
2024-06-13 00:00:00,SO - 0007289,27905.5
2024-06-13 00:00:00,SO - 0007290,66772.2
2024-06-13 00:00:00,SO - 0007291,1072
2024-06-13 00:00:00,SO - 0007292,7785.4
2024-06-13 00:00:00,SO - 0007293,5092
2024-06-13 00:00:00,SO - 0007294,2090.4
2024-06-14 00:00:00,SO - 0007295,8093.6
2024-06-14 00:00:00,SO - 0007296,75013.2
2024-06-14 00:00:00,SO - 0007297,35154.9
2024-06-14 00:00:00,SO - 0007298,15711.5
2024-06-14 00:00:00,SO - 0007299,7738.5
2024-06-15 00:00:00,SO - 0007300,30471.6
2024-06-15 00:00:00,SO - 0007301,2284.7
2024-06-15 00:00:00,SO - 0007302,31141.6
2024-06-15 00:00:00,SO - 0007303,39315.6
2024-06-15 00:00:00,SO - 0007304,24836.9
2024-06-16 00:00:00,SO - 0007305,5192.5
2024-06-16 00:00:00,SO - 0007306,21888.9
2024-06-16 00:00:00,SO - 0007307,29989.2
2024-06-16 00:00:00,SO - 0007308,9768.6
2024-06-16 00:00:00,SO - 0007309,5159
2024-06-16 00:00:00,SO - 0007310,32843.4
2024-06-16 00:00:00,SO - 0007311,1929.6
2024-06-16 00:00:00,SO - 0007312,24079.8
2024-06-16 00:00:00,SO - 0007313,22840.3
2024-06-16 00:00:00,SO - 0007314,39597
2024-06-17 00:00:00,SO - 0007315,9648
2024-06-17 00:00:00,SO - 0007316,19557.3
2024-06-17 00:00:00,SO - 0007317,7832.3
2024-06-17 00:00:00,SO - 0007318,1165.8
2024-06-17 00:00:00,SO - 0007319,66772.2
2024-06-17 00:00:00,SO - 0007320,5594.5
2024-06-17 00:00:00,SO - 0007321,17915.8
2024-06-17 00:00:00,SO - 0007322,20100
2024-06-17 00:00:00,SO - 0007323,21145.2
2024-06-17 00:00:00,SO - 0007324,17909.1
